name,local health area,Zone,active cases,recovered cases,total cases,deaths,dose 1,dose 2,total dose administered,# of total outbreaks,population,population region,population ratio,age (0-14),age (15-64),age (65-84),age (85+),male,female,avg household size,non-immigrants,immigrants,recent immigrants,non pr,aboriginal,no certificate,high school,post-secondary,# of population over 15,labour participation rate,employement rate,driver+passenger,public transit,walked+bike,low income
deer-ridge,Fish Creek,Calgary,7,162,170,2,2710,484,3194,1,160,105190,0.038977089,840,2870,365,30,1975,2120,2.7,3440,620,85,35,190,600,1020,1635,3260,0.76,0.68,1730,250,45,490
deer-run,Fish Creek,Calgary,8,203,213,2,3384,604,3988,1,249,105190,0.048673828,740,3655,690,30,2630,2485,2.5,4240,850,135,30,85,470,1415,2495,4375,0.72,0.66,2310,275,55,290
diamond-cove,Fish Creek,Calgary,1,33,34,0,545,97,643,0,6,105190,0.007842951,110,530,180,10,435,390,2.5,625,200,25,0,10,55,185,480,720,0.62,0.56,335,25,0,35
fairview,Fish Creek,Calgary,6,150,158,2,2505,447,2952,1,137,105190,0.036030041,555,2735,420,85,1945,1845,2.4,2700,975,315,120,110,510,970,1755,3235,0.71,0.65,1530,335,115,325
Haysboro,Fish Creek,Calgary,12,283,298,3,4736,845,5581,2,488,105190,0.06811484,830,5300,835,205,3600,3565,2.1,5215,1780,470,165,170,730,1685,3925,6335,0.74,0.67,2810,860,235,675
Kingsland,Fish Creek,Calgary,8,189,198,2,3153,563,3715,1,216,105190,0.045346516,655,3565,460,90,2385,2385,2.1,2920,1585,560,265,180,580,1210,2320,4110,0.75,0.65,1735,480,315,710
Lake Bonavista,Fish Creek,Calgary,17,416,437,4,6953,1241,8194,3,1052,105190,0.100009507,1695,6645,1985,195,5260,5265,2.6,8800,1645,125,80,250,755,2185,5890,8825,0.65,0.59,3825,615,215,350
Maple Ridge,Fish Creek,Calgary,3,79,83,1,1315,235,1550,1,38,105190,0.018918148,260,1270,420,40,975,1025,2.5,1770,220,0,10,35,160,555,1020,1735,0.64,0.59,790,85,10,55
Parkland,Fish Creek,Calgary,6,149,156,1,2482,443,2925,1,134,105190,0.03569731,575,2335,805,45,1820,1935,2.6,3265,460,10,30,90,320,835,2030,3180,0.6,0.55,1295,155,35,135
Queensland,Fish Creek,Calgary,8,188,197,2,3139,560,3700,1,214,105190,0.045156384,790,3425,495,40,2360,2390,2.6,3840,895,190,15,185,725,1280,1955,3965,0.75,0.69,2195,280,45,465
Southwood,Fish Creek,Calgary,10,246,259,2,4114,734,4849,2,368,105190,0.059178629,925,4520,700,90,3095,3125,2.4,4435,1520,535,270,230,745,1595,2960,5300,0.74,0.68,2485,695,170,570
Willow Park,Fish Creek,Calgary,9,213,223,2,3553,634,4187,1,275,105190,0.051098013,810,3395,1050,120,2660,2715,2.4,4240,1055,235,85,170,405,1345,2820,4570,0.67,0.6,1950,335,180,400
Woodbine,Fish Creek,Calgary,15,360,379,4,6018,1074,7092,3,788,105190,0.086557658,1460,6380,1190,75,4565,4535,2.7,6730,2325,305,45,310,670,1960,5015,7645,0.71,0.64,3765,530,95,525
Woodlands,Fish Creek,Calgary,10,245,257,2,4085,729,4814,2,363,105190,0.058750832,1060,4155,890,80,3045,3135,2.6,4570,1515,310,90,255,560,1365,3200,5120,0.67,0.59,2220,445,70,710
abbeydale,Lower NE,Calgary,19,538,559,2,3559,503,4062,2,439,86115,0.07141613,1330,4335,450,30,3110,3035,3.1,4065,2020,510,60,420,1190,1675,1950,4815,0.71,0.63,2430,450,30,920
Marlborough Park,Lower NE,Calgary,28,782,813,2,5170,731,5901,3,927,86115,0.103756605,1665,6190,1030,45,4610,4325,2.9,5785,3080,790,75,285,1930,2580,2760,7270,0.68,0.61,3490,595,70,1125
Marlborough,Lower NE,Calgary,29,809,840,3,5347,756,6102,3,991,86115,0.10729838,1595,6300,1255,85,4870,4370,2.9,4845,4205,1360,195,370,1940,2585,3125,7645,0.66,0.59,3245,850,165,1295
Mayland Heights,Lower NE,Calgary,19,519,539,2,3428,485,3913,2,408,86115,0.068803344,870,4190,770,90,2980,2945,2.2,4515,1325,225,85,320,895,1540,2625,5060,0.71,0.64,2425,4.4,115,760
Monterey Park,Lower NE,Calgary,34,951,988,3,6287,888,7175,3,1371,86115,0.126168496,2030,7435,1280,120,5360,5510,3.4,5030,5630,845,205,245,2375,2710,3745,8830,0.69,0.62,4475,700,30,965
Pineridge,Lower NE,Calgary,32,887,922,3,5865,829,6693,3,1193,86115,0.117691459,1825,7070,1160,85,5080,5060,2.7,6460,3600,685,75,515,1975,2855,3475,8310,0.67,0.59,3625,870,90,1820
Rundle,Lower NE,Calgary,35,986,1025,3,6518,921,7440,3,1474,86115,0.130813447,2255,7695,1215,105,5670,5595,3.2,5650,5375,1705,235,425,2190,2885,3930,9010,0.65,0.57,3580,1145,165,1885
Temple,Lower NE,Calgary,36,1004,1044,3,6640,938,7578,3,1529,86115,0.133252047,2445,7870,1085,75,5820,5660,3.2,6970,4385,1300,120,505,2115,2960,39.6,90.35,0.69,0.62,4360,870,90,1505
Whitehorn,Lower NE,Calgary,38,1061,1103,3,7016,992,8008,4,1707,86115,0.140800093,2335,8480,1200,110,6190,5940,3.3,5575,6230,1920,320,215,2205,3290,4295,9790,0.68,0.61,4210,1340,160,1590
Scenic Acres,Lower NW,Calgary,8,301,311,2,5991,1069,7060,0,1175,58890,0.141280353,1180,5905,1120,110,4150,4170,2.9,6335,18060,210,125,125,590,1715,4825,7140,0.68,0.62,3065,690,105,325
Silver Springs,Lower NW,Calgary,8,322,333,2,6416,1145,7561,0,1348,58890,0.151299032,1390,5990,1440,95,4435,4475,2.5,7225,1625,315,60,210,675,1780,5075,7520,0.68,0.61,3310,545,230,570
Tuscany,Lower NW,Calgary,18,716,740,5,14251,2543,16793,1,6650,58890,0.336050263,5505,12955,1245,85,9710,10075,3,14765,4745,855,285,370,1250,2735,10305,14290,0.77,0.71,7195,1535,215,685
University District,Lower NW,Calgary,1,27,28,0,544,97,641,0,10,58890,0.012820513,310,445,0,0,390,365,3.4,185,215,150,355,0,15,10,420,445,0.66,0.58,60,75,105,215
University Heights,Lower NW,Calgary,3,100,103,1,1980,353,2334,0,128,58890,0.046697232,330,2025,330,70,1360,1390,2.1,1400,945,345,410,30,130,470,1825,2420,0.66,0.59,660,195,450,590
Valley Ridge,Lower NW,Calgary,5,201,208,1,4007,715,4722,0,526,58890,0.094498217,1120,3745,675,20,2760,2805,2.9,4150,1395,265,20,110,410,890,3145,4440,0.69,0.63,2125,235,45,180
Varsity,Lower NW,Calgary,12,463,478,3,9217,1645,10862,1,2782,58890,0.21735439,1635,8435,2330,395,6220,6580,2.3,8605,3695,880,500,155,970,2370,7820,11165,0.62,0.56,3860,1045,690,1455
beddington-heights,North,Calgary,25,703,730,2,8296,1015,9312,2,1384,101290,0.116892092,2180,8320,1255,90,5885,5955,2.8,7890,3830,800,120,515,1730,3100,4825,9665,0.72,0.65,4510,1125,170,1440
country-hills,North,Calgary,8,224,233,1,2649,324,2973,1,141,101290,0.03731859,595,2770,395,25,1785,1995,2.7,2250,1440,310,85,85,590,840,1755,3185,0.76,0.7,1570,325,135,300
coventry-hills,North,Calgary,37,1040,1080,4,12276,1502,13779,3,3030,101290,0.172968704,4420,12320,755,30,8835,8680,3.2,11395,5920,1455,200,555,1885,3720,7500,13100,0.8,0.74,7780,1115,175,1035
country-hills-village,North,Calgary,5,143,149,0,1689,207,1895,0,57,101290,0.023793069,285,1585,525,15,1045,1365,1.8,1500,855,190,55,30,280,565,1280,2130,0.67,0.61,1010,210,25,265
evanston,North,Calgary,30,829,862,3,9796,1199,10995,3,1930,101290,0.138019548,3810,9675,460,35,6925,7055,3.1,8615,5155,1165,210,285,990,2195,6985,10170,0.83,0.76,6245,660,95,795
Harvest Hills,North,Calgary,16,449,466,2,5297,648,5946,1,564,101290,0.07463718,1295,5565,665,30,3790,3765,3,5110,2350,425,95,255,995,1910,3355,6265,0.76,0.69,3395,495,125,550
Hidden Valley,North,Calgary,25,707,735,2,8349,1022,9371,2,1402,101290,0.11763254,2450,8625,800,40,6065,5845,3.1,8160,3635,595,115,295,1335,2495,5640,9465,0.76,0.7,5255,690,65,585
Panorama Hills,North,Calgary,55,1550,1611,5,18303,2240,20542,5,6736,101290,0.257873433,6345,18065,1615,95,12995,13125,3.3,13155,12490,2515,475,265,2780,5025,11970,19780,0.76,0.69,10430,1740,185,2220
Sandstone Valley,North,Calgary,13,366,380,1,4320,529,4848,1,375,101290,0.060864844,850,4450,775,90,3030,3135,2.9,3630,2435,275,100,115,920,1605,2790,5315,0.68,0.63,2615,485,35,435
banff-trail,Nosehill,Calgary,7,166,174,1,2496,383,2880,1,196,72285,0.052016324,370,3090,260,40,2010,1755,2.3,2820,600,155,345,65,285,815,2290,3390,0.73,0.67,1165,560,295,445
brentwood,Nosehill,Calgary,12,291,305,1,4371,672,5043,2,600,72285,0.091097738,925,4640,850,170,3410,3180,2.3,4535,1660,440,395,105,455,1230,3985,5655,0.67,0.61,2050,695,365,765
cambrian-heights,Nosehill,Calgary,4,100,105,0,1504,231,1735,1,71,72285,0.031334302,355,1660,195,45,1120,1140,2.4,1825,410,50,20,40,195,515,1195,1905,0.73,0.65,955,100,90,205
capitol-hill,Nosehill,Calgary,8,184,193,1,2768,425,3194,1,241,72285,0.057688317,570,3245,345,20,2145,2025,2.1,3215,730,145,220,135,380,775,2445,3600,0.79,0.72,1505,490,330,570
charleswood,Nosehill,Calgary,7,162,169,1,2426,373,2799,1,185,72285,0.050563741,555,2510,480,110,1905,1750,2.5,2830,660,135,165,40,295,570,2235,3095,0.66,0.59,1110,305,165,325
collingwood,Nosehill,Calgary,4,95,100,0,1434,220,1654,1,65,72285,0.029881718,290,1425,335,115,1020,1135,2.4,1670,450,70,40,30,190,385,1295,1875,0.68,0.61,735,170,105,175
Greenview,Nosehill,Calgary,4,91,95,0,1361,209,1570,1,58,72285,0.028359964,240,1620,145,45,1065,980,2,1345,620,140,75,50,320,550,940,1805,0.72,0.62,815,200,45,315
Highland Park,Nosehill,Calgary,7,177,186,1,2665,409,3075,1,223,72285,0.055544027,535,3045,385,45,2065,1950,2,2975,945,270,90,175,540,960,1975,3475,0.73,0.65,1480,485,110,685
Highwood,Nosehill,Calgary,4,91,96,0,1371,211,1581,1,59,72285,0.028567476,355,1450,200,65,985,1085,2.3,1785,255,55,30,110,205,455,1050,1715,0.75,0.71,895,145,55,175
Huntington Hills,Nosehill,Calgary,25,603,631,3,9058,1392,10450,4,2576,72285,0.188766687,2255,9260,1945,180,6735,6915,2.5,9850,3565,785,235,630,2120,3520,5750,11385,0.68,0.61,5175,1110,190,1795
Mount Pleasent,Nosehill,Calgary,10,243,254,1,3651,561,4212,2,418,72285,0.076087708,925,4130,385,65,2852,2675,2.3,4490,920,220,95,155,435,695,3445,4575,0.75,0.69,1955,470,475,495
North Haven Upper,Nosehill,Calgary,1,28,29,0,422,65,486,0,6,72285,0.008784672,60,440,120,20,310,325,2.7,530,105,0,0,25,70,185,325,575,0.74,0.64,320,20,0,25
North Haven,Nosehill,Calgary,4,106,111,0,1587,244,1830,1,79,72285,0.033063568,345,1560,425,60,1125,1265,2.5,1970,405,75,10,70,230,560,1250,2040,0.65,0.59,840,210,45,175
Queens Park Village,Nosehill,Calgary,1,21,22,0,319,49,368,0,3,72285,0.006640382,130,350,0,0,250,235,3,220,260,130,10,10,65,85,200,350,0.87,0.71,135,90,10,145
Rosemont,Nosehill,Calgary,2,60,63,0,900,138,1038,0,25,72285,0.018745245,200,960,150,45,650,700,2.5,1185,160,30,10,55,105,275,775,1155,0.73,0.66,545,100,40,80
Thorncliffe,Nosehill,Calgary,16,387,405,2,5815,893,6709,3,1062,72285,0.121186968,1400,6130,1060,165,4480,4280,2.4,6000,2495,615,265,395,1295,2345,3720,7365,0.7,0.62,3290,710,235,1130
Tuxedo Park,Nosehill,Calgary,9,228,238,1,3419,525,3944,2,367,72285,0.071245763,635,3960,445,110,2665,2485,2.1,3585,1495,395,70,165,980,1150,2690,4520,0.76,0.69,1865,645,345,635
Winston Heights/Mountview,Nosehill,Calgary,7,161,169,1,2420,372,2791,1,184,72285,0.050425399,475,2680,420,70,1865,1780,2.1,2875,705,130,65,215,500,825,1835,3170,0.73,0.66,1520,275,150,380
auburn-bay,SE,Calgary,30,861,895,4,10400,1314,11714,3,1976,111615,0.133046634,4360,10260,225,0,7365,7480,3,11455,3155,785,240,400,845,2470,7165,10485,0.85,0.8,6450,675,320,715
copperfield,SE,Calgary,26,730,760,3,8824,1115,9939,2,1422,111615,0.112888053,3220,9040,335,0,6315,6285,2.7,9305,3100,910,205,385,1020,2450,5920,9380,0.85,0.78,6090,640,70,560
cranston,SE,Calgary,37,1050,1092,5,12690,1603,14293,3,2942,111615,0.162343771,4690,12395,1025,20,9000,9120,2.9,13360,4555,995,205,520,1250,3205,8985,13435,0.8,0.73,7800,905,145,765
douglasdale-glen,SE,Calgary,26,736,766,4,8894,1124,10018,2,1445,111615,0.11378399,2060,9105,1460,70,6365,6335,2.8,9670,2955,335,75,335,1300,2730,6610,10640,0.72,0.66,5460,620,205,435
Mahogany,SE,Calgary,15,413,430,2,4990,630,5620,1,455,111615,0.063835506,2050,4870,205,0,3590,3535,2.9,5100,1880,515,150,165,340,1105,3635,5080,0.85,0.79,3220,335,30,245
Mckenzie Lake,SE,Calgary,29,807,840,4,9752,1232,10984,2,1737,111615,0.124759217,2605,10265,1010,45,7035,6890,3,11560,2300,420,70,315,1470,3340,6515,11325,0.77,0.7,6405,665,135,760
Mckenzie Towne,SE,Calgary,37,1037,1079,5,12529,1583,14112,3,2867,111615,0.160283116,4025,12685,1105,60,8815,9075,2.5,13925,3760,1085,195,575,1455,3725,8680,13860,0.81,0.74,8080,885,420,1070
New Brighton,SE,Calgary,25,713,741,3,8610,1088,9698,2,1354,111615,0.110155445,3315,8670,310,10,6125,6170,3,8460,3745,1140,90,365,850,2350,5785,8985,0.86,0.79,5875,610,145,585
Red Carpet,SE,Calgary,4,105,109,1,1271,161,1432,0,30,111615,0.016261255,235,1275,285,25,920,895,2,1420,385,75,10,135,455,520,610,1585,0.65,0.57,730,135,15,225
Shepard Industrial,SE,Calgary,1,17,18,0,207,26,233,0,1,111615,0.002643014,15,215,50,10,175,115,1.8,275,15,0,0,15,55,95,135,280,0.66,0.61,155,0,0,30
bridlewood,SW,Calgary,26,744,778,8,8775,1371,10146,2,1576,103860,0.123194685,3045,9035,690,20,6265,6535,3.1,6660,5850,1780,285,290,1140,2590,6025,9750,0.77,0.69,5055,1180,120,890
chaparral,SW,Calgary,27,784,819,8,9242,1444,10685,2,1748,103860,0.12974196,3455,9150,840,35,6700,6775,3.2,10375,3010,710,90,365,1205,2435,6380,10015,0.76,0.69,5350,710,80,600
evergreen,SW,Calgary,42,1236,1291,13,14567,2276,16843,3,4344,103860,0.204506066,4840,14805,1515,85,10475,10765,3.1,11655,9245,2040,340,475,1840,3945,10625,16405,0.75,0.68,7780,2095,155,1285
Legacy,SW,Calgary,5,135,141,1,1588,248,1836,0,52,103860,0.022289621,455,1745,100,10,1135,1175,2.6,1350,905,360,55,55,180,445,1240,1860,0.84,0.77,1165,165,10,170
Midnapore,SW,Calgary,13,382,399,4,4499,703,5202,1,414,103860,0.063161949,1075,4590,825,75,3310,3250,2.4,5255,1235,200,70,215,680,1675,3135,5485,0.72,0.66,2690,470,100,730
Millrise,SW,Calgary,13,393,410,4,4629,723,5352,1,439,103860,0.064991334,1135,4865,660,95,3315,3435,2.6,4170,2435,635,145,170,700,1575,3340,5615,0.75,0.65,2685,750,75,540
Shawnee Slopes,SW,Calgary,3,90,94,1,1063,166,1229,0,23,103860,0.014923936,200,1010,305,35,720,830,2.4,1100,440,45,20,40,95,385,875,1355,0.63,0.57,540,105,0,35
Shawnessy,SW,Calgary,19,552,577,6,6505,1016,7521,1,866,103860,0.09132486,1450,7055,960,20,4805,4685,2.9,5975,3360,845,155,280,990,2545,4505,8040,0.75,0.68,3790,1110,140,760
Silverado,SW,Calgary,14,406,424,4,4780,747,5527,1,468,103860,0.067109571,1640,5045,270,10,3395,3575,3,3890,3020,570,60,155,435,1190,3705,5330,0.8,0.72,2670,815,40,395
Somerset,SW,Calgary,18,513,536,6,6049,945,6994,1,749,103860,0.08492201,1625,6355,750,80,4420,4395,2.8,4570,4040,1060,210,210,890,1960,4340,7190,0.74,0.66,3010,1160,150,755
Sundance,SW,Calgary,20,595,622,6,7013,1095,8108,1,1007,103860,0.098449836,1660,7540,940,85,5105,5120,3,8100,2030,315,95,265,1010,2405,5155,8565,0.73,0.65,4290,595,135,440
Walden,SW,Calgary,7,214,223,2,2520,394,2914,1,130,103860,0.035384171,890,2615,130,45,1850,1825,2.8,1975,1640,410,60,65,260,570,1955,2785,0.82,0.74,1485,315,70,105
castleridge,Upper NE,Calgary,35,936,977,5,4692,449,5141,3,453,92265,0.070069907,1415,4520,515,20,3270,3195,3.4,3165,3120,1090,185,315,1320,1660,2070,5050,0.72,0.64,2315,660,80,990
cityscape,Upper NE,Calgary,9,246,256,1,1230,118,1348,1,31,92265,0.018370997,565,1065,60,0,835,865,3.9,635,1020,335,40,0,170,275,690,1135,0.77,0.69,650,120,0,280
coral-springs,Upper NE,Calgary,33,885,923,5,4434,424,4858,3,405,92265,0.066222294,965,4380,685,85,3050,3065,4,2590,3475,430,50,80,1230,1585,2340,5150,0.68,0.62,2555,435,25,300
Falconridge,Upper NE,Calgary,59,1577,1646,9,7903,756,8659,5,1285,92265,0.118029589,2690,7525,630,50,5520,5375,3.2,5660,4955,1740,280,505,1935,2720,3555,8200,0.73,0.64,4010,975,115,1920
Martindale,Upper NE,Calgary,82,2176,2270,13,10900,1043,11943,7,2445,92265,0.162791958,3545,10415,1030,30,7725,7295,3.8,6115,8495,2180,410,370,2745,3880,4850,11475,0.72,0.66,5740,1335,75,1640
Redstone,Upper NE,Calgary,14,367,383,2,1840,176,2016,1,70,92265,0.027475207,635,1825,70,10,1245,1285,3.5,1120,1400,470,15,35,330,530,1045,1905,0.78,0.69,1060,200,10,140
Saddle Ridge,Upper NE,Calgary,106,2828,2951,16,14169,1356,15525,8,4132,92265,0.211618707,5010,13340,1100,75,9910,9615,4.1,6780,12330,3415,410,205,3100,4415,7000,14515,0.73,0.66,7280,1845,65,1920
Skyview Ranch,Upper NE,Calgary,46,1223,1276,7,6129,586,6715,4,773,92265,0.091529833,2020,6025,385,10,4275,4170,3.1,3820,4495,1210,135,135,980,1640,3810,6430,0.8,0.73,3760,640,20,555
Taradale,Upper NE,Calgary,105,2800,2921,16,14028,1342,15370,8,4050,92265,0.20950523,5170,13115,970,70,9700,9630,4.1,6825,12110,3440,400,205,3065,4300,6795,14155,0.73,0.65,7030,1745,95,2340
Vista Heights,Upper NE,Calgary,12,326,340,2,1633,156,1789,1,55,92265,0.024386279,520,1460,265,10,1130,1115,2.9,1350,850,210,45,85,310,470,940,1725,0.68,0.58,685,145,95,395
arbour-lake,Upper NW,Calgary,14,492,509,3,7267,1115,8383,2,988,117205,0.091804957,1690,7395,1440,240,5265,5495,2.8,6745,3825,650,185,165,1145,2195,5730,9070,0.67,0.59,3760,945,130,655
citadel,Upper NW,Calgary,13,477,493,3,7048,1082,8129,2,929,117205,0.089032038,2075,7605,710,45,5125,5310,3,6380,3925,585,135,200,985,1965,5419,8360,0.76,0.68,4340,855,70,735
dalhousie,Upper NW,Calgary,12,415,429,2,6136,942,7078,2,704,117205,0.077513758,1455,6085,1365,185,4535,4555,2.5,5850,2780,855,455,205,765,1730,5140,7630,0.64,0.57,2695,1025,250,1100
edgemont,Upper NW,Calgary,21,729,754,4,10772,1653,12426,3,2171,117205,0.136086344,2500,10960,2345,140,7950,8000,3,8955,6700,955,295,160,1305,2930,9210,13450,0.63,0.56,5415,1045,180,1330
Hamptons,Upper NW,Calgary,10,357,369,2,5275,810,6084,2,520,117205,0.066635382,950,5635,1135,95,3845,3965,3.2,3625,4125,265,55,45,1015,1535,4310,6860,0.61,0.56,2820,445,80,490
Hawkwood,Upper NW,Calgary,13,450,465,3,6649,1020,7670,2,827,117205,0.083998123,1505,6940,1220,180,4880,4965,3,6220,3475,415,140,180,820,2015,5505,8335,0.66,0.58,3590,650,105,615
Kincora,Upper NW,Calgary,8,278,287,2,4103,630,4733,1,315,117205,0.05183226,1605,4140,310,20,2965,3110,3.1,3485,2535,480,50,95,380,1055,3035,4470,0.79,0.71,2560,285,35,365
Macewan Glen,Upper NW,Calgary,7,231,239,1,3414,524,3938,1,218,117205,0.043129559,875,3670,465,50,2525,2530,2.8,3810,1180,215,55,100,505,1200,2480,4185,0.72,0.66,2060,360,60,430
Nolan Hill,Upper NW,Calgary,5,180,186,1,2661,408,3069,1,132,117205,0.033616313,1030,2830,70,10,1985,1950,3.1,2025,1820,435,95,40,230,545,2135,2910,0.81,0.73,1740,205,45,180
Ranchlands,Upper NW,Calgary,10,349,361,2,5157,791,5948,1,497,117205,0.065142272,1335,5510,755,35,3760,3875,2.6,5295,2150,645,190,310,650,1510,4135,6295,0.74,0.66,2925,730,160,930
Rocky Ridge,Upper NW,Calgary,11,375,387,2,5535,849,6384,2,573,117205,0.069920225,1675,5595,805,125,3960,4230,2.7,5510,2550,600,135,150,605,1380,4535,6520,0.71,0.63,3015,630,75,550
Royal Oak,Upper NW,Calgary,15,534,553,3,7895,1212,9107,2,1166,117205,0.099739772,2645,8215,815,20,5695,5995,2.9,7270,4235,780,185,155,820,1890,6340,9045,0.75,0.68,4175,1140,145,720
Sage Hill,Upper NW,Calgary,7,258,267,2,3816,586,4402,1,272,117205,0.048206135,1365,4155,120,0,2765,2885,2.8,3450,2080,460,115,125,290,970,3020,4280,0.83,0.77,2660,335,30,285
Sherwood,Upper NW,Calgary,7,232,240,1,3431,527,3958,1,220,117205,0.043342861,1140,3645,285,0,2585,2490,3.5,2050,2920,600,110,40,545,890,2510,3940,0.75,0.67,1925,400,40,470
aspen-woods,West,Calgary,12,370,384,2,6236,1023,7259,2,936,87725,0.103277287,2585,6190,240,45,4435,4620,3.2,5170,3636,770,255,45,475,1005,4990,6470,0.77,0.68,3010,750,110,315
christie-park,West,Calgary,3,85,89,0,1439,236,1675,0,50,87725,0.023824451,295,1420,320,55,1010,1075,2.9,1450,605,15,35,25,175,375,1240,1790,0.59,0.53,590,190,45,80
coach-hill,West,Calgary,5,139,145,1,2347,385,2732,1,133,87725,0.038871473,555,2345,430,70,1670,1740,2.4,2510,850,250,50,140,210,625,2015,2850,0.74,0.68,1400,215,55,215
cougar-ridge,West,Calgary,9,290,302,2,4894,803,5697,1,576,87725,0.081048732,2085,4770,245,10,3495,3610,3.2,4930,2075,360,100,145,465,940,3615,5025,0.79,0.72,2680,410,80,425
crestmont,West,Calgary,2,63,66,0,1063,174,1238,0,27,87725,0.017611855,355,1085,100,10,765,775,3.4,965,555,60,20,45,95,220,880,1190,0.74,0.63,580,70,10,25
discovery-ridge,West,Calgary,6,183,190,1,3080,505,3585,1,228,87725,0.051011684,915,3115,415,25,2230,2240,2.8,3305,1085,210,80,75,320,795,2445,3560,0.7,0.62,1645,185,45,160
Patterson,West,Calgary,6,174,181,1,2936,481,3417,1,207,87725,0.04861784,540,2920,780,30,1985,2280,2.2,2700,1495,310,70,65,310,785,2630,3725,0.68,0.6,1665,235,85,335
Rosscarrock,West,Calgary,5,145,151,1,2450,402,2852,1,144,87725,0.040581362,555,2725,245,45,1750,1810,2.3,2145,1305,535,110,200,500,825,1680,3005,0.75,0.69,1265,580,115,620
Shaganappi,West,Calgary,2,60,63,0,1019,167,1186,0,25,87725,0.016870903,175,1155,120,25,730,750,2.2,1035,380,135,65,40,105,390,805,1310,0.77,0.73,540,245,100,155
Signal Hill,West,Calgary,18,560,581,3,9430,1546,10976,2,2140,87725,0.156169849,2015,9140,2155,390,6505,7195,2.7,8895,4530,560,275,115,1265,2690,7735,11685,0.63,0.57,4480,1105,215,845
Springbank Hill,West,Calgary,13,402,417,2,6770,1110,7880,2,1103,87725,0.112111713,2360,6755,700,30,4755,5085,3,6290,3340,710,205,170,640,1305,5530,7480,0.73,0.64,3405,725,55,570
Spruce Cliff,West,Calgary,6,185,192,1,3115,511,3625,1,233,87725,0.051581647,720,3370,365,75,2135,2390,2,3080,1260,410,185,160,410,850,2545,3805,0.73,0.65,1620,560,120,910
Strathcona Park,West,Calgary,9,285,295,2,4794,786,5580,1,553,87725,0.079395839,1330,4685,875,75,3460,3510,2.9,5105,1815,175,45,165,515,1245,3880,5635,0.66,0.59,2230,590,110,605
Westgate,West,Calgary,4,136,141,1,2289,375,2664,1,126,87725,0.037902536,535,2350,415,30,1600,1720,2.5,2690,625,130,10,105,340,770,1680,2790,0.76,0.7,1310,390,80,215
West Springs,West,Calgary,13,401,416,2,6759,1108,7868,2,1099,87725,0.111940724,2895,6460,430,40,4795,5030,3.1,6810,2805,540,205,160,580,1250,5095,6925,0.77,0.71,3505,550,140,420
Wildwood,West,Calgary,3,105,109,1,1762,289,2051,0,75,87725,0.029182103,395,1740,355,70,1240,1325,2.5,2185,365,30,10,35,265,325,1580,2170,0.69,0.64,965,125,100,105
bowness,West Bow,Calgary,10,488,506,7,7444,1570,9014,2,6198,18820,0.573857598,1495,7920,1250,135,5350,5450,2.2,9060,1510,390,225,755,1705,2640,4960,9305,0.71,0.64,4310,750,375,1520
Greenwood- Greenbriar,West Bow,Calgary,1,41,42,1,624,132,755,0,44,18820,0.048087141,95,610,195,10,490,415,1.8,830,75,0,0,60,235,315,265,810,0.59,0.53,375,30,0,135
Montgomery,West Bow,Calgary,4,180,186,3,2740,578,3318,1,840,18820,0.211211477,615,2905,410,55,2055,1925,2.2,3145,660,150,175,265,380,745,2235,3360,0.73,0.66,1520,280,215,520
Parkdale,West Bow,Calgary,2,84,87,1,1285,271,1557,0,185,18820,0.099096706,250,1370,210,45,890,975,2.2,1485,315,55,65,50,115,230,1270,1620,0.72,0.67,625,85,260,100
Point Mckay,West Bow,Calgary,1,58,60,1,879,185,1064,0,86,18820,0.067747078,45,915,295,20,610,665,1.6,1020,235,15,20,25,25,210,995,1230,0.68,0.62,455,80,125,95
