name,local health area,active cases,recovered cases,total cases,deaths,dose 1,dose 2,total dose administered,# of total outbreaks,population,population region,population ratio,age (0-14),age (15-64),age (65-84),age (85+),male,female,avg household size,non-immigrants,immigrants,recent immigrants,non pr,aboriginal,no certificate,high school,post-secondary,# of population over 15,labour participation rate,employement rate,driver+passenger,public transit,walked+bike,low income
DONSDALE (4120) ( 3.0%),Jasper Place,1.0,32.0,34.0,2.0,322.0,63.0,386.0,0.0,14.0,93155.0,0.012345016370565186,160,830,160,0,570,580,3.0,720,420,0,10,25,100,245,645,990,69.2,67.7,555,25,20,20.0
GARIEPY (4160) ( 5.2%),Jasper Place,2.0,53.0,57.0,3.0,540.0,106.0,646.0,0.0,40.0,93155.0,0.020664483924641725,310,1255,350,10,935,990,2.9,1410,505,30,0,65,130,395,1090,1615,69.3,64.7,800,90,15,110.0
JAMIESON PLACE (4220) ( 3.3%),Jasper Place,4.0,108.0,118.0,6.0,1108.0,218.0,1325.0,0.0,167.0,93155.0,0.04240244753368042,575,2975,350,40,1970,1975,3.1,2705,1220,220,20,115,380,1000,1985,3370,76.3,71.7,1925,215,65,105.0
LYMBURN (4270) ( 3.7%),Jasper Place,6.0,163.0,177.0,9.0,1665.0,327.0,1993.0,0.0,379.0,93155.0,0.06376469325318018,1120,4300,500,20,2900,3040,3.1,4090,1750,240,100,385,770,1510,2535,4820,76.6,70.6,2705,460,55,530.0
LYNNWOOD (4280) ( 6.0%),Jasper Place,4.0,102.0,111.0,5.0,1044.0,205.0,1250.0,0.0,149.0,93155.0,0.039987118243787236,645,2625,370,90,1910,1820,2.8,2410,1110,470,210,230,490,900,1690,3085,69.6,63.5,1305,485,85,430.0
OLESKIW (4360) ( 6.1%),Jasper Place,3.0,87.0,95.0,5.0,892.0,175.0,1067.0,0.0,109.0,93155.0,0.03413665396382373,480,2030,610,55,1540,1640,3.0,2360,815,55,10,75,215,535,1955,2695,63.6,59.9,1300,70,30,140.0
ORMSBY PLACE (4380) ( 5.6%),Jasper Place,5.0,144.0,156.0,8.0,1469.0,289.0,1758.0,0.0,295.0,93155.0,0.05625033546240137,950,3790,485,20,2595,2650,3.0,3515,1690,335,35,445,660,1280,2350,4290,71.8,66.4,2250,335,80,560.0
PATRICIA HEIGHTS (4390) ( 6.8%),Jasper Place,2.0,48.0,52.0,3.0,491.0,96.0,587.0,0.0,33.0,93155.0,0.018785894476947024,315,1265,160,10,930,825,2.9,1330,405,195,20,110,175,405,855,1435,74.9,70.0,750,165,35,195.0
QUESNELL HEIGHTS (4420) ( 4.6%),Jasper Place,0.0,9.0,9.0,0.0,88.0,17.0,106.0,0.0,1.0,93155.0,0.0033814610058504643,55,210,45,0,170,150,3.1,285,25,10,0,10,20,40,200,260,78.4,76.5,155,10,10,20.0
RIO TERRACE (4430) ( 6.7%),Jasper Place,1.0,35.0,38.0,2.0,360.0,71.0,431.0,0.0,18.0,93155.0,0.0137942139445011,225,800,230,30,640,645,2.9,1110,165,15,10,40,70,240,750,1060,62.3,59.0,485,50,20,30.0
THE HAMPTONS (4461) ( 4.6%),Jasper Place,11.0,325.0,354.0,17.0,3327.0,653.0,3980.0,0.0,1511.0,93155.0,0.12736836455370082,3115,8345,400,0,5775,6095,3.2,7645,4080,930,135,420,880,2240,5635,8750,82.1,76.6,5620,620,90,660.0
EDGEMONT (4462) ( 3.0%),Jasper Place,1.0,41.0,44.0,2.0,415.0,82.0,496.0,0.0,24.0,93155.0,0.015887499329075197,395,1015,70,0,760,715,3.0,920,540,280,25,35,80,255,750,1085,84.3,80.6,725,60,10,70.0
RIVERVIEW AREA (4463) ( 5.1%),Jasper Place,0.0,13.0,14.0,1.0,130.0,26.0,156.0,0.0,2.0,93155.0,0.004991680532445923,85,325,55,0,245,220,3.5,410,55,0,0,15,60,135,185,385,59.7,57.1,195,0,0,45.0
CAMERON HEIGHTS (4466) ( 2.1%),Jasper Place,2.0,50.0,54.0,3.0,512.0,101.0,612.0,0.0,36.0,93155.0,0.019591004240244753,495,1205,130,0,920,905,3.1,1320,475,70,25,100,105,275,945,1325,75.9,72.2,805,30,0,70.0
STEWART GREENS (4486) ( 4.0%),Jasper Place,0.0,11.0,12.0,1.0,109.0,21.0,131.0,0.0,2.0,93155.0,0.004186570769148194,80,310,0,0,215,175,3.4,200,185,80,10,0,50,65,200,315,80.6,77.4,185,25,0,10.0
SECORD (4487) ( 3.8%),Jasper Place,3.0,98.0,106.0,5.0,1000.0,196.0,1196.0,0.0,136.0,93155.0,0.03826955074875208,915,2530,120,0,1805,1755,3.1,2085,1420,460,55,145,270,520,1855,2650,84.7,79.4,1790,170,10,125.0
GRANVILLE (4551) ( 4.5%),Jasper Place,2.0,55.0,60.0,3.0,564.0,111.0,674.0,0.0,43.0,93155.0,0.021576941656379155,515,1440,45,10,1075,935,3.3,1125,810,290,75,30,150,370,980,1500,81.3,74.7,900,110,15,105.0
WEDGEWOOD HEIGHTS (4570) ( 4.8%),Jasper Place,2.0,48.0,52.0,3.0,486.0,96.0,582.0,0.0,32.0,93155.0,0.01862487252428748,310,1250,155,25,805,930,3.0,1295,435,50,10,40,120,410,895,1425,68.3,62.0,760,20,15,90.0
WESTRIDGE (4610) ( 4.1%),Jasper Place,1.0,40.0,43.0,2.0,405.0,80.0,485.0,0.0,22.0,93155.0,0.015511781439536257,255,845,325,15,700,745,3.0,1155,270,25,25,35,90,230,875,1190,64.3,60.9,570,20,20,85.0
WESTVIEW VILLAGE (4620) ( 5.8%),Jasper Place,1.0,42.0,45.0,2.0,428.0,84.0,512.0,0.0,25.0,93155.0,0.016370565187053834,195,1050,285,0,690,840,2.7,1415,105,10,10,130,445,420,465,1330,68.4,61.7,670,90,25,125.0
WINTERBURN INDUSTRIAL AREA WEST (4670) ( 8.6%),Jasper Place,1.0,19.0,21.0,1.0,195.0,38.0,233.0,0.0,5.0,93155.0,0.007460683806558961,85,465,140,0,370,320,2.3,630,60,10,0,105,130,215,260,605,70.2,62.8,315,30,15,75.0
BRECKENRIDGE GREENS (4700) ( 3.8%),Jasper Place,2.0,52.0,57.0,3.0,534.0,105.0,639.0,0.0,39.0,93155.0,0.02044978798776233,340,1350,200,15,940,960,3.0,1420,480,40,0,75,150,405,1015,1565,75.1,68.7,975,60,0,35.0
POTTER GREENS (4710) ( 3.9%),Jasper Place,1.0,42.0,45.0,2.0,425.0,83.0,508.0,0.0,25.0,93155.0,0.016263217218614137,205,960,325,20,745,765,2.8,1135,375,20,10,55,170,355,790,1315,67.2,64.5,710,50,0,45.0
GLASTONBURY (4720) ( 2.3%),Jasper Place,6.0,178.0,194.0,10.0,1825.0,359.0,2184.0,0.0,455.0,93155.0,0.06988352745424292,1310,4585,515,100,3165,3350,3.0,4435,1970,300,110,230,680,1360,3160,5200,76.9,72.5,3150,330,95,230.0
SUDER GREENS (4730) ( 4.5%),Jasper Place,3.0,91.0,99.0,5.0,935.0,184.0,1119.0,0.0,119.0,93155.0,0.035800547474639045,725,2385,200,20,1580,1750,3.1,2255,1035,165,40,230,290,780,1525,2605,80.6,75.4,1615,225,10,115.0
WEBBER GREENS (4740) ( 4.2%),Jasper Place,2.0,69.0,75.0,4.0,701.0,138.0,839.0,0.0,67.0,93155.0,0.02683699210992432,590,1675,135,100,1240,1260,3.2,1240,1225,345,35,50,270,395,1245,1910,73.6,68.1,995,195,30,80.0
ROSENTHAL (4750) ( 8.7%),Jasper Place,2.0,48.0,52.0,3.0,491.0,96.0,587.0,0.0,33.0,93155.0,0.018785894476947024,450,1275,25,0,880,870,3.2,790,945,445,15,30,145,315,835,1295,87.6,83.8,890,140,10,70.0
CRAWFORD PLAINS (6140) ( 8.7%),Mill Woods South & East,13.0,425.0,441.0,3.0,3525.0,386.0,3911.0,0.0,325.0,66245.0,0.07004302211487659,950,3350,325,15,2305,2330,3.1,3480,1095,315,65,220,615,1220,1855,3690,73.2,67.2,2055,285,20,370.0
DALY GROVE (6150) ( 6.4%),Mill Woods South & East,10.0,326.0,338.0,2.0,2705.0,296.0,3001.0,0.0,191.0,66245.0,0.053739904898482904,615,2580,325,35,1800,1760,3.0,2350,1135,345,70,245,545,1050,1345,2940,70.2,64.3,1540,225,25,490.0
EKOTA (6200) ( 3.7%),Mill Woods South & East,7.0,236.0,245.0,2.0,1960.0,215.0,2175.0,0.0,100.0,66245.0,0.038946335572496035,520,1775,270,15,1290,1285,3.0,1955,580,220,45,145,390,625,1050,2055,71.1,63.6,1000,210,50,365.0
GREENVIEW (6280) ( 2.5%),Mill Woods South & East,8.0,268.0,278.0,2.0,2226.0,244.0,2470.0,0.0,130.0,66245.0,0.04422975318891992,590,1985,355,0,1515,1415,3.0,2130,735,165,60,120,290,635,1420,2340,71.8,65.6,1275,110,40,235.0
JACKSON HEIGHTS (6330) ( 3.2%),Mill Woods South & East,12.0,395.0,410.0,3.0,3274.0,358.0,3633.0,0.0,280.0,66245.0,0.06506151407653407,810,2920,535,35,2145,2165,3.1,2530,1710,220,65,210,540,1125,1830,3495,68.5,61.5,1830,230,10,110.0
KINISKI GARDENS (6370) ( 3.7%),Mill Woods South & East,19.0,615.0,639.0,4.0,5105.0,559.0,5664.0,1.0,682.0,66245.0,0.10144161823533851,1140,5060,485,40,3450,3275,3.1,4430,2215,380,70,275,800,1910,2870,5580,76.7,70.3,3410,275,55,545.0
LARKSPUR (6390) ( 5.6%),Mill Woods South & East,16.0,509.0,529.0,3.0,4228.0,463.0,4691.0,1.0,467.0,66245.0,0.0840063401011397,1065,4035,440,25,2835,2730,3.1,3465,2070,495,35,190,680,1385,2440,4500,75.2,69.7,2630,250,60,255.0
MAPLE (6441) ( 5.2%),Mill Woods South & East,4.0,134.0,139.0,1.0,1113.0,122.0,1235.0,0.0,32.0,66245.0,0.02211487659445996,370,1055,40,0,725,740,3.0,790,640,285,30,40,125,280,690,1095,84.0,75.8,705,85,10,135.0
SILVER BERRY (6442) ( 5.9%),Mill Woods South & East,25.0,802.0,832.0,5.0,6655.0,728.0,7384.0,1.0,1158.0,66245.0,0.1322363951996377,2085,6155,480,35,4365,4395,3.3,4515,4020,915,220,225,1125,1915,3640,6675,76.9,69.8,3925,465,30,635.0
TAMARACK (6443) ( 4.8%),Mill Woods South & East,15.0,476.0,494.0,3.0,3947.0,432.0,4379.0,1.0,407.0,66245.0,0.07842101290663446,1495,3515,175,10,2680,2510,3.3,2480,2535,955,175,125,480,935,2285,3700,78.2,71.4,2140,280,90,300.0
LAUREL (6444) ( 4.0%),Mill Woods South & East,21.0,671.0,696.0,4.0,5565.0,609.0,6174.0,1.0,810.0,66245.0,0.1105743829722998,1895,5145,285,0,3725,3605,3.2,2705,4345,1710,275,120,745,1350,3345,5435,77.8,71.1,3090,520,25,485.0
MENISA (6450) ( 5.5%),Mill Woods South & East,7.0,232.0,241.0,1.0,1926.0,211.0,2137.0,0.0,97.0,66245.0,0.038267039021812964,390,1805,340,0,1265,1270,2.8,2100,415,75,15,170,390,645,1115,2145,70.7,65.3,1175,145,20,200.0
MINCHAU (6530) ( 8.7%),Mill Woods South & East,9.0,292.0,303.0,2.0,2420.0,265.0,2685.0,0.0,153.0,66245.0,0.04807910030945732,615,2245,300,25,1610,1575,3.1,2260,825,230,100,105,415,815,1340,2570,73.5,65.0,1385,185,25,235.0
SAKAW (6670) ( 5.6%),Mill Woods South & East,12.0,369.0,383.0,2.0,3065.0,336.0,3401.0,0.0,246.0,66245.0,0.06091025737791531,765,2765,480,30,1980,2060,3.0,2860,1115,270,70,255,575,1130,1570,3275,70.8,63.1,1750,180,20,455.0
SATOO (6680) ( 5.4%),Mill Woods South & East,10.0,315.0,327.0,2.0,2613.0,286.0,2899.0,0.0,179.0,66245.0,0.051928447429994716,670,2210,520,40,1705,1730,3.0,2570,820,205,45,225,465,970,1330,2765,66.4,59.0,1295,220,20,345.0
BISSET (6030) ( 6.6%),Mill Woods West,6.0,319.0,330.0,5.0,2983.0,454.0,3436.0,0.0,417.0,39225.0,0.10312300828553218,750,2965,325,15,2075,1970,3.0,2460,1440,425,150,240,640,1120,1540,3300,73.5,64.5,1695,345,10,495.0
HILLVIEW (6300) ( 7.0%),Mill Woods West,6.0,288.0,297.0,4.0,2688.0,409.0,3097.0,0.0,339.0,39225.0,0.09292543021032505,625,2580,420,20,1770,1875,2.9,2655,885,115,100,215,435,975,1605,3020,70.4,63.6,1525,240,70,480.0
KAMEYOSEK (6340) ( 6.4%),Mill Woods West,4.0,214.0,222.0,3.0,2002.0,304.0,2307.0,0.0,188.0,39225.0,0.06921606118546846,705,1640,270,105,1370,1345,3.1,1690,975,400,50,120,475,595,955,2015,64.8,56.8,875,165,35,365.0
LEE RIDGE (6400) ( 8.1%),Mill Woods West,4.0,220.0,227.0,3.0,2054.0,312.0,2366.0,0.0,198.0,39225.0,0.0710006373486297,630,1795,345,20,1435,1350,3.2,1725,1020,290,40,170,435,645,1080,2160,62.5,56.0,960,170,40,595.0
MEYOKUMIN (6460) ( 5.9%),Mill Woods West,5.0,239.0,247.0,3.0,2234.0,340.0,2574.0,0.0,234.0,39225.0,0.07724665391969407,570,2215,250,0,1590,1440,3.0,1945,1020,335,65,110,385,800,1275,2465,73.2,68.1,1260,230,70,275.0
MEYONOHK (6470) ( 9.2%),Mill Woods West,5.0,243.0,251.0,3.0,2268.0,345.0,2612.0,0.0,241.0,39225.0,0.07839388145315487,520,2120,420,15,1485,1585,2.9,2125,890,190,60,220,510,790,1250,2555,69.7,63.4,1265,215,40,275.0
MICHAELS PARK (6480) ( 6.4%),Mill Woods West,3.0,173.0,179.0,2.0,1619.0,246.0,1865.0,0.0,123.0,39225.0,0.05595920968769917,365,1535,280,15,1030,1165,2.8,1415,730,190,50,90,290,605,935,1830,65.6,57.7,810,185,10,215.0
MILL WOODS TOWN CENTRE (6520) ( 8.6%),Mill Woods West,2.0,92.0,95.0,1.0,859.0,131.0,990.0,0.0,35.0,39225.0,0.02970044614404079,115,635,295,115,505,660,2.4,625,470,190,65,10,285,240,525,1050,52.1,48.8,280,155,75,160.0
POLLARD MEADOWS (6580) ( 7.8%),Mill Woods West,7.0,354.0,366.0,5.0,3311.0,504.0,3815.0,0.0,514.0,39225.0,0.11446781389420013,960,3085,410,30,2265,2225,3.0,2620,1700,620,170,215,665,1075,1790,3530,72.2,64.0,1850,285,60,620.0
RICHFIELD (6600) ( 7.4%),Mill Woods West,6.0,300.0,310.0,4.0,2802.0,426.0,3228.0,0.0,368.0,39225.0,0.09687699171446781,1065,2330,390,15,1815,1980,3.3,2205,1500,615,95,250,555,735,1450,2730,64.9,58.5,1205,235,75,900.0
TAWA (6720) ( 7.0%),Mill Woods West,3.0,150.0,155.0,2.0,1397.0,213.0,1610.0,0.0,92.0,39225.0,0.048311026131293816,255,1240,340,55,860,1035,2.7,1055,775,265,60,40,295,435,905,1640,63.3,57.8,715,115,65,185.0
TIPASKAN (6750) ( 9.7%),Mill Woods West,5.0,236.0,244.0,3.0,2205.0,335.0,2540.0,0.0,228.0,39225.0,0.07622689611217336,655,2115,210,15,1480,1515,3.0,1495,1305,630,190,125,335,710,1295,2335,72.8,64.0,1090,335,25,520.0
TWEDDLE PLACE (6760) ( 4.9%),Mill Woods West,5.0,268.0,277.0,4.0,2504.0,381.0,2884.0,0.0,294.0,39225.0,0.08655194391332059,770,2255,340,25,1665,1730,3.2,1910,1385,540,100,130,545,715,1365,2620,70.0,60.7,1150,305,30,465.0
BANNERMAN (2030) ( 7.2%),NE,6.0,205.0,213.0,2.0,1636.0,228.0,1865.0,0.0,97.0,80730.0,0.03462157809983897,530,1980,280,10,1330,1465,2.7,2315,440,95,40,340,430,775,1060,2265,71.5,64.2,1090,260,35,395.0
BELMONT (2070) ( 7.1%),NE,11.0,396.0,411.0,4.0,3162.0,441.0,3603.0,0.0,361.0,80730.0,0.06688963210702341,1145,3620,570,55,2610,2790,3.1,3735,1600,485,60,415,985,1295,1965,4250,71.0,64.5,2055,440,110,830.0
BELVEDERE (2080) ( 8.4%),NE,10.0,374.0,388.0,4.0,2986.0,417.0,3403.0,0.0,322.0,80730.0,0.06317354143441099,930,3485,630,50,2590,2510,2.8,3480,1500,445,120,745,995,1325,1850,4170,64.6,57.6,1660,550,110,1105.0
BRINTNELL (2110) ( 2.4%),NE,14.0,501.0,520.0,6.0,4002.0,559.0,4560.0,1.0,579.0,80730.0,0.08466493249101945,1775,4750,310,0,3400,3440,3.3,4245,2500,385,95,395,850,1440,2775,5065,79.7,72.2,2925,490,75,505.0
CANON RIDGE (2120) ( 3.9%),NE,5.0,166.0,173.0,2.0,1329.0,186.0,1515.0,0.0,64.0,80730.0,0.02811841942276725,405,1595,260,10,1085,1180,2.7,1800,420,70,50,155,265,555,1040,1860,70.2,61.4,905,175,0,245.0
CASSELMAN (2130) ( 4.2%),NE,8.0,276.0,286.0,3.0,2204.0,308.0,2512.0,0.0,176.0,80730.0,0.04663693794128577,725,2650,370,15,1800,1965,3.0,2625,1080,215,55,370,595,1010,1430,3040,70.1,64.0,1500,345,0,525.0
CLAREVIEW TOWN CENTRE (2145) ( 5.4%),NE,7.0,264.0,274.0,3.0,2108.0,294.0,2402.0,0.0,161.0,80730.0,0.044593088071348944,590,2855,140,20,1780,1830,2.8,1930,1575,535,100,190,350,1050,1610,3015,79.8,70.3,1220,685,115,330.0
EBBERS (2251) ( 0.8%),NE,0.0,11.0,12.0,0.0,91.0,13.0,103.0,0.0,0.0,80730.0,0.0019199801808497462,40,100,15,0,95,60,3.1,45,105,75,0,10,35,30,60,115,91.3,73.9,70,15,0,
EVERGREEN (2270) ( 7.6%),NE,2.0,77.0,80.0,1.0,618.0,86.0,704.0,0.0,14.0,80730.0,0.01306825219868698,145,740,175,0,550,510,2.7,1005,55,10,0,210,315,305,290,910,61.0,51.6,380,55,0,145.0
FRASER (2280) ( 6.8%),NE,8.0,281.0,292.0,3.0,2245.0,313.0,2559.0,0.0,182.0,80730.0,0.04750402576489533,805,2725,285,10,1930,1900,3.0,2945,835,170,55,370,530,1025,1465,3020,74.2,69.3,1595,335,45,375.0
HAIRSINE (2320) ( 4.3%),NE,5.0,191.0,198.0,2.0,1525.0,213.0,1738.0,0.0,84.0,80730.0,0.032268054007184445,495,1900,200,15,1285,1315,3.0,1950,615,120,40,280,465,755,890,2110,70.4,64.7,995,285,35,450.0
HOLLICK-KENYON (2340) ( 4.2%),NE,13.0,466.0,484.0,5.0,3724.0,520.0,4243.0,0.0,501.0,80730.0,0.07878112225938314,1395,4540,405,20,3165,3190,3.1,4065,2160,415,140,170,850,1500,2615,4965,75.3,69.3,2765,395,65,435.0
HOMESTEADER (2350) ( 6.9%),NE,7.0,272.0,282.0,3.0,2172.0,303.0,2475.0,0.0,170.0,80730.0,0.045955654651306826,955,2415,335,10,1880,1835,3.2,2660,985,295,70,445,605,905,1255,2760,67.9,61.6,1215,305,75,670.0
KERNOHAN (2390) ( 5.2%),NE,6.0,237.0,246.0,3.0,1897.0,265.0,2162.0,0.0,130.0,80730.0,0.04013377926421405,540,2260,420,30,1590,1650,2.8,2465,710,150,70,305,445,890,1370,2705,68.5,61.5,1255,240,60,285.0
KIRKNESS (2430) ( 6.0%),NE,8.0,298.0,310.0,3.0,2383.0,333.0,2716.0,0.0,205.0,80730.0,0.05041496345844172,800,2940,310,15,1980,2085,3.1,2680,1355,315,30,280,780,1095,1390,3265,73.7,63.3,1620,345,15,465.0
CRYSTALLINA NERA EAST (2462) ( 9.1%),NE,0.0,10.0,10.0,0.0,79.0,11.0,90.0,0.0,0.0,80730.0,0.0016722408026755853,20,115,0,0,85,50,3.0,105,25,25,0,10,10,20,90,115,91.7,83.3,85,10,0,
MATT BERRY (2500) ( 2.8%),NE,8.0,302.0,314.0,3.0,2415.0,337.0,2752.0,0.0,211.0,80730.0,0.051096246748420664,765,2925,405,30,2095,2035,3.2,2530,1550,130,45,90,680,1030,1655,3360,71.4,65.3,1810,235,25,340.0
MCCONACHIE AREA (2521) ( 5.1%),NE,11.0,393.0,408.0,4.0,3141.0,439.0,3580.0,0.0,357.0,80730.0,0.06645608819521863,1325,3910,135,0,2645,2720,3.1,3405,1855,550,100,220,510,1150,2380,4040,83.2,75.9,2585,295,30,410.0
MCLEOD (2530) ( 5.0%),NE,5.0,167.0,174.0,2.0,1338.0,187.0,1525.0,0.0,65.0,80730.0,0.02830422395639787,345,1450,455,35,1180,1110,2.8,1785,480,40,15,75,335,740,865,1940,58.7,54.5,845,120,25,150.0
MILLER (2541) ( 3.6%),NE,6.0,222.0,231.0,2.0,1777.0,248.0,2025.0,0.0,114.0,80730.0,0.0375944506379289,650,2025,295,60,1420,1615,3.1,1990,1010,205,35,175,455,655,1265,2380,74.2,67.9,1255,260,15,195.0
OVERLANDERS (2590) ( 8.2%),NE,6.0,218.0,226.0,2.0,1739.0,243.0,1982.0,0.0,109.0,80730.0,0.03678929765886288,635,2115,200,15,1530,1435,2.9,2245,660,220,60,265,540,790,995,2330,73.0,64.2,1155,280,15,450.0
CY BECKER (2611) ( 4.2%),NE,2.0,58.0,60.0,1.0,460.0,64.0,524.0,0.0,8.0,80730.0,0.00972377059333581,190,565,35,0,415,370,3.0,425,325,90,40,30,50,150,400,600,82.5,81.7,390,60,10,30.0
RURAL NORTH EAST HORSE HILL (2670) ( 11.0%),NE,1.0,32.0,33.0,0.0,255.0,36.0,290.0,0.0,2.0,80730.0,0.005388331475287997,75,275,75,10,230,200,2.8,410,25,0,0,45,110,100,145,360,58.3,54.2,165,15,0,35.0
EDMONTON ENERGY AND TECHNOLOGY PARK (2681) ( 7.1%),NE,0.0,15.0,16.0,0.0,120.0,17.0,137.0,0.0,1.0,80730.0,0.002539328626285148,25,135,35,10,95,105,2.6,180,20,10,0,30,50,55,75,180,63.9,44.4,50,0,0,
RURAL NORTH EAST SOUTH STURGEON (2690) ( 0.0%),NE,1.0,45.0,47.0,0.0,360.0,50.0,410.0,0.0,5.0,80730.0,0.007617985878855444,65,475,65,10,310,295,3.0,490,125,0,0,20,70,155,325,545,76.1,68.8,300,35,10,0.0
SIFTON PARK (2710) ( 9.7%),NE,4.0,155.0,161.0,2.0,1241.0,173.0,1414.0,0.0,56.0,80730.0,0.026260374086461043,430,1490,175,20,1090,1030,3.0,1260,775,350,80,95,355,480,850,1690,68.0,58.3,695,180,65,405.0
YORK (2720) ( 6.4%),NE,8.0,283.0,294.0,3.0,2260.0,316.0,2575.0,0.0,185.0,80730.0,0.047813699987613034,675,2675,480,35,1930,1930,2.9,2860,950,295,55,385,755,1000,1430,3190,67.6,61.3,1550,265,35,365.0
BALWIN (2020) ( 8.8%),Northgate,7.0,299.0,310.0,4.0,2522.0,482.0,3005.0,1.0,219.0,71650.0,0.05526866713189114,760,2645,455,100,2150,1805,3.0,2700,1165,215,95,480,1065,985,1150,3200,59.4,52.3,1275,265,60,850.0
BELLE RIVE (2050) ( 3.1%),Northgate,6.0,288.0,298.0,4.0,2427.0,464.0,2891.0,1.0,203.0,71650.0,0.053175157013258895,625,2760,400,25,1850,1955,3.2,2120,1645,130,45,105,735,990,1465,3185,69.9,65.3,1790,180,15,275.0
DELWOOD (2230) ( 4.1%),Northgate,6.0,259.0,268.0,4.0,2181.0,417.0,2599.0,1.0,164.0,71650.0,0.047801814375436145,530,2105,700,90,1695,1725,2.9,2660,715,65,40,300,835,920,1140,2895,62.9,55.6,1270,240,55,225.0
EAUX CLAIRES (2241) ( 4.2%),Northgate,6.0,254.0,263.0,3.0,2143.0,410.0,2553.0,1.0,158.0,71650.0,0.04696441032798325,540,2490,300,30,1675,1690,3.0,2030,1265,140,65,80,550,895,1380,2820,73.0,66.1,1540,190,70,270.0
EVANSDALE (2260) ( 5.7%),Northgate,10.0,439.0,455.0,6.0,3701.0,708.0,4408.0,1.0,471.0,71650.0,0.08108862526168877,1350,3670,720,65,2850,2955,3.1,3550,2150,655,115,280,1205,1345,1900,4460,60.3,53.6,2005,250,60,1420.0
GLENGARRY (2290) ( 7.9%),Northgate,5.0,217.0,225.0,3.0,1834.0,351.0,2185.0,0.0,116.0,71650.0,0.04019539427773901,400,1910,495,80,1400,1490,2.8,2105,770,140,10,155,565,845,1075,2485,61.8,55.3,1035,245,30,365.0
KILDARE (2400) ( 8.6%),Northgate,4.0,192.0,199.0,3.0,1621.0,310.0,1931.0,0.0,90.0,71650.0,0.03551988834612701,380,1575,515,80,1185,1360,2.9,1805,715,160,25,165,535,650,985,2170,58.2,51.5,840,180,65,355.0
KILKENNY (2410) ( 7.2%),Northgate,10.0,438.0,454.0,6.0,3697.0,707.0,4404.0,1.0,470.0,71650.0,0.08101884159106769,1250,3790,715,50,2915,2890,3.1,4040,1690,445,75,660,1135,1510,1910,4550,64.7,58.1,2020,425,65,1030.0
KILLARNEY (2420) ( 6.2%),Northgate,8.0,338.0,350.0,5.0,2850.0,545.0,3395.0,1.0,279.0,71650.0,0.06245638520586183,890,3115,405,70,2290,2185,2.9,3125,1185,490,160,665,925,1210,1450,3585,67.8,60.9,1620,380,100,810.0
KLARVATTEN (2440) ( 5.5%),Northgate,10.0,453.0,469.0,6.0,3822.0,731.0,4552.0,1.0,502.0,71650.0,0.0837404047452896,1320,4400,260,20,2935,3065,3.2,4025,1920,195,45,170,780,1430,2465,4680,78.0,71.5,2795,345,35,415.0
CRYSTALLINA NERA WEST (2463) ( 8.2%),Northgate,2.0,69.0,72.0,1.0,586.0,112.0,698.0,0.0,12.0,71650.0,0.01284019539427774,230,675,15,0,490,435,3.1,615,300,65,0,30,90,140,455,690,87.7,81.2,495,40,0,45.0
